Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"19637365","21860075","13000","13000","13000"," 36 months","  8.39%","409.72","A","A5","Functional Analyst","2 years","MORTGAGE","75000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19637365","","credit_card","Credit card refinancing","Zion","IL","0","7","2037","100","89.9","14.32","0","0","1999-09-15 05:00","670","674","1","38","","4","38","14","4","37","0","178554","18255","43.8%","20200","77","w","12360.11","12360.11","819.44","819.44","639.89","179.55","0.0","0.0","0.0","2014-08-28","409.72","2014-09-23","2014-08-21","749","745","144730","19","38","0","0","0","0","0","","37","2","3","277439","263076","7738","8","4","4","98.7","0","0","0","53","177","6","144","5","41700","6","9","0","1"
"19647437","21870157","12000","12000","12000"," 36 months"," 10.99%","392.81","B","B3","School Librarian","4 years","MORTGAGE","53000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19647437","","credit_card","Credit card refinancing","DURHAM","NC","1","3","4488","25","58.4","12.16","2","0","1989-11-15 04:00","670","674","2","2","","3","29","12","6","11","0","71310","6349","44.4%","10800","34","w","11431.59","11431.59","785.62","785.62","568.41","217.21","0.0","0.0","0.0","2014-09-11","392.81","2014-10-07","2014-08-21","699","695","77354","16","29","0","6","0","0","0","2","11","2","3","236551","214155","21416","12","2","4","81.8","2","0","1","10","168","4","295","12","14300","4","7","0","1"
"19607448","21830152","26375","26375","26375"," 36 months"," 17.57%","947.84","D","D4","TRAINING OFFICER","10+ years","MORTGAGE","60068","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607448","","debt_consolidation","Debt consolidation","SOUTHAVEN","MS","0","5","1719","80","91","34.14","0","0","1995-07-15 05:00","680","684","0","46","","10","46","10","3","10","0","80349","30400","89.9%","19100","25","w","25243.44","25243.44","1895.68","1895.68","1131.56","764.12","0.0","0.0","0.0","2014-08-25","947.84","2014-10-20","2014-08-21","724","720","55965","15","46","0","0","0","0","0","","10","3","7","242887","222283","22228","9","5","5","96","0","0","0","7","227","8","154","7","33800","8","8","0","1"
"19587489","21810213","5000","5000","5000"," 36 months"," 10.15%","161.69","B","B2","Technician","3 years","RENT","45000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587489","","debt_consolidation","Debt consolidation","Raleigh","NC","0","4","33445","10","32.6","21.04","0","0","1989-01-15 04:00","745","749","0","","","12","","12","0","15","0","27664","16948","31.2%","49600","49","f","4402.61","4402.61","680.61","680.61","597.39","83.22","0.0","0.0","0.0","2014-08-25","476.62","2014-10-20","2014-08-21","754","750","15000","46","","0","0","0","0","0","","15","1","12","69300","27664","1976","30","5","10","100","0","0","0","3","151","6","305","12","54300","6","14","0","1"
"19587483","21810206","7350","7350","7350"," 36 months"," 20.20%","273.91","E","E3","supervisor","9 years","RENT","72000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587483","","debt_consolidation","Debt consolidation","HENDERSON","NV","0","3","288","100","97.2","11.33","0","0","2004-10-15 05:00","670","674","2","","","3","","2","4","5","0","41056","10012","97.2%","10300","14","w","7047.10","7047.10","547.82","547.82","302.90","244.92","0.0","0.0","0.0","2014-08-28","273.91","2014-09-23","2014-08-21","669","665","31425","7","","0","0","0","0","0","","5","3","2","41725","41056","8211","6","4","4","100","0","0","0","3","98","4","99","2","10300","4","4","0","1"
"19577377","21800090","35000","35000","35000"," 36 months"," 11.67%","1157","B","B4","General Manager","10+ years","MORTGAGE","250000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19577377","","debt_consolidation","Debt consolidation","FLUSHING","MI","0","8","46530","12.5","33.5","14.37","0","0","2001-12-15 04:00","730","734","1","","","5","","12","4","16","0","92849","32260","33.9%","70000","35","w","33358.81","33358.81","2314.0","2314.00","1641.19","672.81","0.0","0.0","0.0","2014-08-28","1157.0","2014-09-25","2014-08-21","809","805","80500","19","","0","0","0","0","0","","16","3","5","515600","406142","25384","13","5","8","100","0","0","0","11","148","7","150","12","95100","7","12","0","1"
"19607364","21830072","3175","3175","3175"," 36 months"," 17.57%","114.11","D","D4","ParaProfessional","5 years","RENT","36000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607364","","credit_card","Credit card refinancing","MIAMI","FL","0","2","120","100","93.7","16.67","0","0","2003-10-15 05:00","665","669","3","","","2","","10","0","12","0","60911","1780","93.7%","1900","13","w","3038.76","3038.76","228.22","228.22","136.24","91.98","0.0","0.0","0.0","2014-08-28","114.11","2014-09-23","2014-08-21","684","680","52881","2","","0","0","0","0","0","","12","2","2","54781","60911","5076","2","2","2","100","0","0","0","10","128","2","45","10","1900","2","2","0","1"
"19567399","21790133","14300","14300","14300"," 60 months"," 11.67%","315.72","B","B4","Programmer / Analyst II","7 years","RENT","55000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19567399","","debt_consolidation","Debt consolidation","Riverside","CA","0","4","5255","25","53.1","17.35","0","0","2001-09-15 05:00","720","724","0","59","","","59","22","0","11","0","34891","6301","36.6%","11200","40","f","13944.98","13944.98","631.44","631.44","355.02","276.42","0.0","0.0","0.0","2014-08-28","315.72","2014-09-24","2014-08-21","734","730","37411","20","59","0","4","0","0","0","59","11","1","3","54611","34891","3172","10","3","4","89.7","0","0","0","20","153","5","124","3","17200","5","9","0","1"
"19617513","21840225","9800","9800","9800"," 36 months"," 14.49%","337.28","C","C4","Family Nurse Practitioner","7 years","MORTGAGE","80000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19617513","","debt_consolidation","Debt consolidation","Cornwall","VT","0","2","747","100","98","21.9","0","0","1990-05-15 05:00","670","674","1","67","","5","67","10","2","10","0","117821","56964","98.6%","36600","34","f","9359.47","9359.47","674.56","674.56","440.53","234.03","0.0","0.0","0.0","2014-08-25","337.28","2014-10-20","2014-08-21","679","675","64133","12","67","0","0","0","0","0","","10","2","10","461033","443175","44318","5","4","4","94.1","0","0","0","20","236","6","289","10","57800","6","8","0","1"
"19587269","21809997","24300","24300","24300"," 36 months"," 16.29%","857.8","D","D2","Lead Developer","2 years","MORTGAGE","128000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587269","","medical","Medical expenses","Brentwood","CA","0","9","1850","66.7","73.9","13.43","0","0","1997-03-15 04:00","695","699","2","45","","0","45","3","3","17","0","43977","18259","59.1%","7100","51","f","23236.98","23236.98","1715.6","1715.60","1063.02","652.58","0.0","0.0","0.0","2014-08-28","857.8","2014-09-24","2014-08-21","699","695","45624","28","","0","0","0","0","0","","16","7","3","489024","453740","26691","11","3","3","96.1","0","0","0","20","207","9","139","3","30900","9","10","0","1"
"19647376","21870099","24000","24000","23975"," 36 months","  7.12%","742.37","A","A3","Software Engineer","1 year","MORTGAGE","97100","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19647376","","credit_card","Credit card refinancing","Suwanee","GA","0","10","12278","33.3","59.1","17.49","0","0","2006-05-15 05:00","720","724","0","","","7","","29","1","18","0","63051","22352","35.3%","30000","36","f","22796.50","22772.75","1484.74","1483.19","1203.50","281.24","0.0","0.0","0.0","2014-08-28","742.37","2014-09-24","2014-08-21","754","750","48588","26","","0","0","0","0","0","","18","6","1","401222","340407","18912","12","3","3","100","0","0","0","9","87","7","97","1","63400","7","13","0","1"
"19587467","21810189","14000","14000","14000"," 60 months"," 16.99%","347.87","D","D3","Supervisor","9 years","MORTGAGE","85000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587467","","debt_consolidation","Debt consolidation","SAN BENITO","TX","0","4","2066","100","93.4","17.9","0","0","1995-01-15 04:00","665","669","0","","","8","","23","1","9","0","44984","40436","84.9%","31400","24","w","13698.57","13698.57","695.74","695.74","301.43","394.31","0.0","0.0","0.0","2014-08-28","347.87","2014-09-23","2014-08-21","684","680","6000","16","","0","0","0","0","0","","9","1","1","53600","44984","4998","8","4","4","100","0","0","0","7","135","7","233","1","47600","7","8","0","1"
"19587426","21810151","27500","27500","27500"," 60 months"," 13.98%","639.6","C","C3","Senior Vice President","10+ years","RENT","109000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587426","","credit_card","Credit card refinancing","THORNTON","CO","0","3","14143","50","67.3","12.22","1","0","1999-08-15 05:00","660","664","0","14","","11","53","35","1","11","0","48109","29519","65.6%","43300","21","w","26857.83","26857.83","1279.2","1279.20","642.17","637.03","0.0","0.0","0.0","2014-08-28","639.6","2014-09-23","2014-08-21","729","725","21766","14","71","0","0","0","0","0","","11","1","11","66766","48109","4811","8","5","6","81","0","0","0","6","155","6","178","19","45000","6","10","0","1"
"19486255","21699013","16500","16500","16500"," 60 months"," 14.49%","388.14","C","C4","claims adjuster","3 years","MORTGAGE","52000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19486255","","debt_consolidation","Debt consolidation","BRANDON","FL","0","2","299","100","95.7","28.83","0","0","2005-04-12 05:00","680","684","0","40","","18","","32","2","16","0","60944","10471","48.7%","7000","29","w","16119.91","16119.91","776.28","776.28","380.09","396.19","0.0","0.0","0.0","2014-08-28","388.14","2014-09-23","2014-08-21","759","755","56011","13","","0","0","0","0","0","","16","1","9","187324","168274","11218","6","3","4","96.6","0","0","0","14","110","6","105","31","21500","6","9","0","1"
"19587450","21810173","16000","16000","16000"," 36 months"," 17.57%","575","D","D4","Career Counselor","10+ years","RENT","72000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587450","","debt_consolidation","Debt consolidation","STRONGSVILLE","OH","0","3","131","85.7","99.2","20.17","0","0","2001-07-15 05:00","660","664","0","","","7","","5","0","11","0","51785","22376","96%","16500","17","w","15313.54","15313.54","1150.0","1150.00","686.46","463.54","0.0","0.0","0.0","2014-08-28","575.0","2014-09-23","2014-08-21","694","690","40728","15","","0","0","0","0","0","","11","1","5","64028","51785","5179","11","7","8","100","0","0","0","2","112","9","155","5","23300","9","10","0","1"
"19577524","21800230","21000","21000","21000"," 60 months"," 13.35%","481.59","C","C2","","n/a","MORTGAGE","65000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19577524","","debt_consolidation","Debt consolidation","MARIETTA","GA","0","3","22768","27.3","49.7","21.13","0","0","1983-05-15 05:00","740","744","1","","","2","","4","0","16","0","42750","23730","47.4%","45300","32","w","20501.31","20501.31","963.18","963.18","498.69","464.49","0.0","0.0","0.0","2014-08-28","481.59","2014-09-23","2014-08-21","764","760","33294","26","","0","0","0","0","0","","16","1","4","86266","42750","2672","19","6","11","100","0","0","0","4","137","7","373","4","50100","7","14","0","1"
"19597470","21820172","8900","8900","8900"," 36 months","  8.39%","280.5","A","A5","Assistant Professor","4 years","MORTGAGE","49000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19597470","","credit_card","Credit card refinancing","Salt Lake City","UT","0","6","31975","14.3","31.5","12.76","1","0","1994-09-15 05:00","715","719","1","16","","3","16","3","1","14","0","27086","16580","27.9%","46700","39","f","8461.93","8461.93","561.0","561.00","438.07","122.93","0.0","0.0","0.0","2014-08-25","280.5","2014-10-20","2014-08-21","759","755","23097","29","16","0","0","0","0","0","","14","3","3","342697","273299","19521","21","6","7","92.3","0","0","0","9","237","7","182","3","59500","7","11","0","1"
"19587424","21810149","12000","12000","12000"," 60 months"," 15.61%","289.34","D","D1","Compliance Coordinator","2 years","RENT","35000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587424","","debt_consolidation","Debt consolidation","Seaford","NY","0","0","757","75","89.3","23.8","0","0","2004-10-15 05:00","705","709","0","","","","","42","0","7","0","22875","7284","84.7%","7100","12","w","11731.79","11731.79","578.68","578.68","268.21","310.47","0.0","0.0","0.0","2014-08-28","289.34","2014-09-23","2014-08-21","819","815","31907","8","","0","0","0","0","0","","7","0","40","40507","22875","3813","6","4","4","100","0","0","0","4","116","5","99","42","8600","5","6","0","1"
"19597467","21820169","29000","29000","29000"," 60 months"," 14.49%","682.17","C","C4","","n/a","MORTGAGE","80000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-27","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19597467","","debt_consolidation","Debt consolidation","Madison","TN","0","4","31904","20","43.6","24.93","1","0","1972-05-15 05:00","700","704","1","6","","5","6","12","2","23","0","39611","38047","44.9%","56600","44","w","28332.00","28332.00","1364.34","1364.34","668.00","696.34","0.0","0.0","0.0","2014-09-02","682.17","2014-09-27","2014-08-21","739","735","15936","30","","0","0","0","0","0","","23","2","5","240091","173617","9645","16","8","11","95.5","0","0","0","9","161","13","505","5","84700","13","20","0","1"
"19557330","21780047","5000","5000","5000"," 36 months","  9.17%","159.4","B","B1","Provider Enrollment Specialist","< 1 year","MORTGAGE","30000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557330","","home_improvement","Home improvement","antioch","TN","0","4","2407","33.3","44","15.68","0","0","2008-06-15 05:00","675","679","1","50","","5","50","19","1","8","0","34563","5051","54.9%","4300","23","f","4756.69","4756.69","318.8","318.80","243.31","75.49","0.0","0.0","0.0","2014-08-25","159.4","2014-10-20","2014-08-21","679","675","29281","8","50","0","1","0","0","0","51","8","1","4","131661","125830","17976","5","3","3","95.5","0","0","0","13","72","4","71","19","9200","4","6","0","1"
"19607481","21830184","8000","8000","8000"," 36 months"," 16.29%","282.41","D","D2","Warranty Coordinator","10+ years","MORTGAGE","42000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607481","","debt_consolidation","Debt consolidation","Deerfield","WI","0","3","408","100","88.3","4.6","1","0","2000-03-15 04:00","660","664","2","4","115","2","4","103","6","3","1","5729","5729","88.1%","3500","19","f","7650.02","7650.02","564.82","564.82","349.98","214.84","0.0","0.0","0.0","2014-08-25","282.41","2014-10-20","2014-08-21","644","640","0","6","","1","0","0","0","0","","3","1","8","186219","174542","58181","3","1","1","94.7","0","0","0","7","135","2","171","66","6500","2","2","0","1"
"19637446","21860152","15000","15000","15000"," 60 months"," 15.61%","361.67","D","D1","Account Manager","10+ years","MORTGAGE","80000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19637446","","debt_consolidation","Debt consolidation","wilbraham","MA","0","2","619","100","92.7","10.38","3","0","1999-03-15 04:00","660","664","1","17","","1","18","20","6","9","0","8998","8297","88.3%","8500","26","f","14664.74","14664.74","723.34","723.34","335.26","388.08","0.0","0.0","0.0","2014-08-28","361.67","2014-09-23","2014-08-21","659","655","20722","15","18","0","3","0","0","0","17","9","0","20","211122","176312","25187","9","3","3","73.1","1","0","0","5","125","4","183","20","9400","4","7","0","1"
